"","Or4","Or88","Or54","Or55","Or27","Or26","Or50","Or30","Or25","Or58","Ir40a","Ir87a1","Ir87a2","Ir7j","Ir100a","Or11","Or41","Or79","Or78","Or76","Or36","Or91","Or93","Or47","Or99","Or77","Or32","Or73","Or131","Or51","Or57","Or92","Ir136","Ir137","Ir102","Ir103","Gr1","Gr11","Gr15","Gr19c","Gr19a","Gr30","Gr33a","Gr39h","Gr64","Gr66","Gr67a","Gr74a","Ir21a","Ir64a","Ir75c","Or45","Or9","Or2","Or10","Ir75e","Ir75g","Ir75h","Ir75f","Or69","Or15","Or14","Ir75b","Ir75a","Or31","Or122","Or125","Or6","Or33","Or103","Or95","Or104","Or121","Or105","Or107","Or29","Or71","Or42","Or48","Or130","Or106","Or132","Or63","Or133","Or116","Or64","Ir75i","Or117","Or128","Gr63","Or82","Ir31a1","Or3","Ir108","Ir107","Ir161","Ir31a2","Gr7","Gr10","Gr14","Gr22","Gr23","Gr26","Gr31","Gr32","Gr34","Gr46","Gr62","Gr73","Gr76","Gr77","Ir41n","Or85","Ir41j","Ir93a","Ir41l","Ir41o","Ir41c","Ir41g","Ir41f","Or40","Ir41k","Ir41e","Ir7n","Or16","Or59","Ir75k","Or13","Or44","Ir75d","Or23","Ir41p","Or28","Or100","Or37","Or52","Or80","Or81","Or87","Or20","Or115","Or113","Or24","Or94","Or119","Or43","Or123","Or101","Or97","Or72","Or86","Or110","Or38","Or67","Or102","Or34","Or22","Or112","Gr8","Or118","Or114","Or62","Ir138","Ir141","Or84","Gr80","Gr45","Ir41b","Ir41a","Ir41m","Ir7e","Gr25","Or90","Or111","Ir111","Ir114","Ir117","Ir164","Ir163","Ir162","Ir75l","Ir41d","Gr39g"
"Gr31",3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,2,0,0,4,0,0,2,2,0,1,1,1,0,1,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,2,1,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,3,0,1,0,2,3,0,0,3,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Gr32",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gr34",6,4,1,0,3,2,0,0,0,1,0,1,1,0,0,7,0,2,2,0,3,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,3,1,0,0,1,3,0,3,2,2,2,1,2,2,2,2,0,1,0,5,0,2,0,0,0,0,5,1,0,0,0,3,1,0,0,2,1,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,2,0,1,0,2,0,0,3,0,1,0,2,0,0,1,2,2,0,0,2,1,6,1,3,3,0,3,1,0,1,1,2,3,0,0,0,0,0,0,0,2,0,1,3,0,0,0,6,0,0,1,7,2,0,0,0,2,0,0,1,0,0,0,0,0,0
"Gr46",2,0,0,1,2,2,0,0,0,1,0,0,1,0,0,1,1,2,2,0,0,0,1,1,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gr62",2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,0,0,0,1,1,0,1,0,3,0,0,1,2,0,2,1,0,0,2,2,0,0,0,0,2,1,0,1,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2,1,3,1,0,0,0,2,0,1,2,1,0,0,2,0,1,1,0,2,0,0,0,1,1,0,3,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gr73",9,8,1,0,2,1,1,0,2,0,0,2,1,0,0,4,1,7,1,1,7,1,0,11,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,3,0,0,1,0,0,0,0,5,1,1,0,2,1,3,5,1,4,8,1,1,0,1,1,5,3,6,1,8,2,8,3,6,2,3,4,1,0,3,1,3,8,1,2,9,5,0,0,2,7,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1,1,1,0,2,5,8,0,4,0,4,1,1,6,0,0,1,2,1,3,1,1,6,0,3,1,7,9,0,2,11,1,5,0,1,3,0,10,0,2,1,6,2,1,1,1,12,0,0,1,0,0,0,19,0,0,3,5,3,0,0,0,10,0,0,1,0,0,0,0,1,0
"Gr76",3,0,0,0,0,1,0,0,1,0,0,0,3,0,0,2,0,1,0,0,4,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,1,0,1,1,0,2,3,1,0,0,1,0,0,1,0,0,2,0,1,3,2,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,3,2,3,5,0,1,0,1,1,0,1,3,0,0,1,0,0,1,1,2,1,5,0,1,8,0,1,3,0,4,0,0,2,1,4,1,0,1,2,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,1,0,2,0,0,3,0,0,0,0,0,0
"Gr77",11,16,3,1,4,3,4,3,4,0,1,2,2,2,1,11,4,6,1,2,9,4,0,29,0,2,2,0,1,0,1,2,0,0,0,2,4,0,2,0,0,2,0,1,4,0,8,0,0,8,4,3,0,6,3,10,11,4,5,9,2,3,4,5,1,7,2,6,3,12,0,10,10,6,0,0,12,3,2,3,1,10,5,0,2,4,2,0,1,2,14,9,3,1,0,0,3,2,1,0,1,0,0,1,0,0,1,1,5,2,0,0,7,1,3,9,13,15,1,8,0,11,0,0,14,6,3,0,7,2,9,6,2,46,0,6,3,11,37,0,1,36,1,82,1,2,1,0,55,5,2,1,12,1,1,3,4,21,1,1,2,10,0,0,50,0,0,1,33,0,0,2,1,13,1,0,2,0,1,3,3,0,0
"Ir41n",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,1,1,0,1,0,6,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Or85",12,11,1,3,3,3,1,1,5,1,1,1,2,0,0,19,2,9,3,1,16,1,1,17,0,2,0,0,0,0,0,0,3,0,0,0,2,0,1,0,1,6,0,0,0,0,0,0,2,14,5,1,0,6,4,14,7,9,2,9,3,1,7,5,0,2,1,10,1,15,3,12,2,4,0,2,4,2,6,1,1,12,10,1,2,11,5,0,0,0,11,11,1,1,0,2,1,1,0,1,0,0,1,0,0,2,0,0,1,0,7,0,0,0,4,10,20,20,0,3,1,16,0,1,13,8,1,3,2,0,5,5,1,11,2,7,3,11,32,1,2,22,0,17,1,3,2,0,11,6,0,1,8,2,0,3,1,10,1,0,3,4,0,0,160,2,0,6,26,0,0,1,0,13,0,0,3,1,0,1,1,0,0
"Ir41j",7,3,3,3,4,1,1,0,0,3,0,0,0,0,1,1,0,4,0,0,3,1,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,2,0,1,1,2,1,5,1,0,3,3,0,0,2,0,0,4,1,6,1,1,0,2,0,0,0,0,0,2,4,1,0,2,1,0,0,0,4,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,6,0,0,0,2,6,4,2,1,0,35,1,0,3,2,0,1,1,0,2,1,0,1,0,4,1,2,4,1,0,3,0,2,0,0,1,0,3,2,1,2,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,4,13,1,0,0,0,2,0,0,0,0,0,2,0,0,0
"Ir93a",5,7,0,0,2,2,2,0,0,1,0,0,4,0,0,4,0,1,0,1,8,0,2,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,1,1,18,8,3,2,1,0,2,1,2,4,0,3,1,2,3,3,0,0,1,1,1,6,0,15,1,10,0,1,1,0,2,1,0,3,5,0,2,2,1,2,0,0,5,0,4,1,0,1,2,0,0,1,1,0,0,1,1,0,0,2,0,3,3,0,4,0,0,3,7,4,0,5,0,6,0,0,8,3,0,0,2,0,3,3,4,3,0,6,1,3,12,1,0,23,1,7,0,0,2,1,1,4,3,1,1,0,1,1,0,18,0,0,0,2,0,0,11,0,0,1,9,0,0,0,0,16,0,0,1,0,1,0,0,0,0
"Ir41l",14,21,2,2,6,3,3,0,5,1,1,1,1,0,0,18,2,5,1,0,19,2,1,21,1,3,0,0,2,2,0,3,1,0,0,1,1,0,1,0,0,4,0,1,2,2,0,0,0,2,6,3,0,4,5,6,8,4,4,3,4,2,5,4,2,6,6,10,0,20,4,18,3,5,2,0,7,2,4,0,1,17,5,0,0,3,4,0,0,1,47,4,3,0,0,1,1,2,0,1,0,1,0,0,3,2,0,1,2,2,9,1,10,2,3,0,13,11,1,7,1,10,2,1,12,8,3,1,5,1,6,11,11,9,0,8,36,46,36,0,3,30,1,11,0,1,3,2,13,8,3,0,11,1,2,0,1,12,1,0,3,2,1,0,35,1,0,3,19,23,0,2,0,15,0,0,2,0,0,3,2,0,0
"Ir41o",21,25,3,4,4,4,1,2,2,2,1,4,9,1,0,26,7,10,5,1,31,3,1,28,1,0,0,1,2,1,1,3,3,0,1,0,1,0,1,0,0,4,0,2,5,0,1,1,2,12,9,0,0,7,11,10,16,16,1,21,2,7,13,14,3,16,9,11,8,20,2,27,11,14,2,4,5,4,7,2,2,15,11,2,4,10,3,1,2,0,25,12,4,2,1,4,6,1,0,0,0,3,1,2,0,1,3,3,5,3,13,1,20,6,7,13,0,24,0,13,1,22,1,0,19,10,4,3,11,3,10,20,1,14,1,13,4,18,39,0,7,36,2,12,1,0,6,2,15,11,2,4,8,3,2,2,2,26,1,3,5,3,1,0,52,2,0,3,40,2,0,2,0,25,1,0,3,0,0,4,4,1,0
"Ir41c",23,20,4,2,2,2,7,1,3,4,0,5,5,1,6,18,6,9,1,2,21,8,0,22,1,1,2,0,2,0,0,2,2,0,0,2,2,0,1,0,1,8,0,0,5,0,3,0,2,15,5,3,1,10,9,10,11,11,7,11,3,3,9,7,3,8,7,12,3,26,6,19,7,9,3,6,6,4,5,0,3,16,16,4,4,10,4,1,0,1,37,9,5,2,1,1,2,4,0,2,0,1,2,1,1,2,1,1,8,5,15,1,20,4,4,11,24,0,1,32,0,21,0,1,15,10,1,1,6,0,10,10,2,17,0,16,6,19,36,0,6,36,1,17,4,2,6,2,15,14,4,3,10,2,0,1,6,22,0,1,5,3,1,0,58,1,0,5,46,6,0,1,1,14,1,0,4,0,0,1,2,2,1
"Ir41g",1,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,0,1,2,0,0,0,0,0,0,2,0,1,1,1,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,2,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,3,0,0,1,13,0,0,0,0,2,0,0,1,0,0,1,0,0,0
"Ir41f",12,16,2,1,3,3,1,1,2,3,0,1,2,1,2,13,2,4,1,1,11,3,2,17,0,1,2,0,1,0,0,0,4,0,0,0,1,0,1,0,1,8,0,0,3,0,1,2,0,14,10,3,0,3,2,6,12,12,2,5,4,2,8,10,0,7,6,6,1,12,3,15,5,6,0,3,8,0,2,1,0,13,12,0,2,13,1,2,0,0,16,6,2,0,0,1,2,2,0,1,0,1,1,1,0,1,0,0,4,1,8,1,3,1,5,7,13,32,2,0,0,12,2,1,12,5,2,0,5,2,4,7,2,5,0,9,2,3,38,0,5,26,1,9,1,1,2,0,8,2,4,1,9,1,3,0,2,15,0,1,2,0,0,0,38,1,0,10,29,0,0,3,0,8,1,0,3,0,0,0,7,6,0
"Or40",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,2,0,1,0,1,1,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,1,0,4,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
"Ir41k",23,22,6,6,9,0,6,2,1,4,0,3,7,2,1,18,2,7,3,1,25,9,2,39,1,1,7,0,1,1,0,0,6,0,0,1,3,1,4,0,0,2,0,1,3,1,1,0,2,20,16,5,3,8,4,17,16,10,6,15,0,4,10,10,4,8,5,10,3,23,2,20,12,16,3,6,11,2,6,2,2,13,14,2,2,13,10,1,2,1,26,14,3,3,0,3,9,0,0,1,2,2,1,2,1,2,0,2,4,1,11,6,16,35,6,10,22,21,2,12,0,0,2,2,25,13,3,1,5,2,16,11,0,13,1,13,5,13,37,1,5,37,2,20,0,0,5,2,17,10,2,3,10,1,1,3,2,21,1,0,6,6,0,0,61,0,0,9,44,4,0,1,0,27,1,1,2,0,1,6,3,0,1
"Ir41e",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,2,1,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Ir7n",0,0,0,0,1,0,0,0,5,1,0,0,0,2,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,3,1,2,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Or16",30,26,4,1,10,7,5,3,2,1,0,6,10,2,0,17,3,13,5,1,37,4,1,27,0,2,4,0,2,3,3,0,7,1,0,0,0,0,0,0,0,5,0,0,2,0,4,1,0,19,9,7,1,5,7,12,16,11,8,9,2,5,7,7,3,10,3,7,3,29,4,19,10,12,4,7,11,2,3,0,3,12,13,2,2,13,10,3,0,1,19,12,2,3,1,6,7,1,1,2,2,1,1,0,1,3,2,2,6,1,14,1,13,3,8,12,19,15,2,12,2,25,0,1,0,9,10,2,11,3,21,16,2,15,0,10,2,20,49,0,7,34,1,29,3,2,3,2,22,12,2,4,16,2,1,5,6,27,1,2,4,4,1,0,59,0,0,4,45,6,0,0,0,19,1,0,3,0,1,1,0,0,0
"Or59",13,16,4,3,5,2,1,1,1,0,4,4,5,1,0,6,4,3,0,0,17,2,5,17,1,1,2,1,1,0,0,3,2,0,0,1,0,1,0,0,0,3,0,0,3,1,1,1,3,8,8,6,1,5,6,2,4,7,2,9,2,2,9,5,2,7,2,5,1,14,3,9,6,3,1,1,7,3,2,1,1,11,4,1,1,4,1,0,0,0,9,8,2,0,0,4,4,1,0,0,0,0,2,0,1,0,0,1,0,3,6,0,8,2,3,8,10,10,1,5,2,13,0,0,9,0,1,1,3,0,7,6,0,7,0,8,4,12,27,0,3,12,0,8,0,1,1,4,8,7,0,3,7,2,2,1,0,4,0,0,3,0,0,0,29,1,0,2,22,0,0,2,0,6,0,1,2,0,0,0,1,0,0
"Ir75k",7,5,1,0,3,2,3,1,0,0,0,3,3,0,1,6,1,0,0,0,4,0,0,4,0,0,0,0,0,0,1,0,3,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,2,4,0,4,1,2,4,1,0,3,2,0,1,1,1,0,4,0,2,5,1,0,2,2,0,1,0,0,6,5,1,0,4,1,0,0,1,3,3,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,3,4,1,0,2,0,3,0,0,10,1,0,0,4,1,7,7,0,2,0,3,4,1,11,0,1,4,0,3,0,0,0,0,5,2,0,1,3,2,0,0,1,4,1,0,1,1,0,1,6,0,0,2,10,1,0,0,0,2,0,0,0,0,0,0,18,1,0
"Or13",1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,5,2,2,1,0,2,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,1,0,0,2,2,4,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,4,1,0,1,0,0,0,0,0,1,1,1,0,1,2,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,0,1,3,1,0,0,0,1,0,0,2,1,0,0,2,0,3,3,0,2,0,4,0,1,4,0,1,2,0,6,0,0,0,0,3,2,0,0,3,2,0,1,0,1,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Or44",8,12,1,0,2,1,3,0,2,0,2,2,1,1,1,11,1,7,0,0,14,2,0,17,1,0,0,1,0,0,0,0,4,0,0,0,3,0,2,0,0,1,1,0,1,1,2,1,1,12,6,2,0,1,6,7,7,8,0,1,2,2,3,5,2,3,4,6,4,9,2,15,2,12,0,5,6,1,2,1,0,6,1,26,2,5,5,2,1,0,13,0,2,1,0,2,2,2,1,0,1,0,2,0,0,2,1,2,2,1,7,1,2,1,2,5,11,6,0,5,1,5,0,0,11,3,4,2,0,1,4,7,1,4,0,9,3,7,15,1,3,20,0,7,0,11,1,2,3,7,3,1,7,21,0,1,1,17,1,0,1,1,1,0,21,2,0,3,18,3,0,1,0,14,0,0,4,1,0,0,2,0,0
"Ir75d",2,3,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,0,2,1,2,0,2,2,2,0,1,1,2,1,0,0,4,0,1,1,1,1,0,0,0,2,0,1,1,0,0,1,1,0,1,1,0,0,2,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,2,0,0,0,0,1,3,0,0,2,0,2,0,0,3,0,1,0,1,0,1,3,0,0,0,1,1,0,4,0,1,7,0,3,0,0,1,0,1,2,1,0,1,0,2,0,0,2,1,1,1,0,0,0,9,0,0,0,4,0,0,2,0,3,0,0,0,0,0,1,1,0,0
"Or23",13,19,0,0,3,7,3,0,1,2,1,4,7,0,1,15,6,7,3,1,17,5,0,20,0,1,2,0,1,0,1,0,7,1,0,0,4,0,0,1,1,4,0,0,2,0,2,1,3,12,2,2,1,5,4,10,10,6,5,12,2,4,4,3,1,6,6,10,0,17,4,11,7,4,6,3,7,1,3,2,4,8,11,2,3,11,7,3,1,1,18,8,2,2,0,4,2,2,0,0,0,1,1,0,1,0,0,1,3,0,9,0,5,2,3,6,10,10,1,4,4,16,1,2,21,7,7,3,4,1,0,8,2,8,0,7,3,16,26,0,5,17,0,15,0,3,6,3,12,6,0,1,7,6,2,1,2,9,0,0,4,3,0,0,33,0,0,3,26,3,0,1,1,11,1,0,2,0,1,0,2,0,0
"Ir41p",17,18,1,1,6,4,4,0,0,2,0,4,7,0,1,18,4,6,2,0,22,1,2,17,2,0,1,0,1,0,0,0,0,0,0,2,0,2,1,0,1,4,0,0,2,1,3,2,2,11,4,2,2,7,6,7,9,9,1,7,1,4,4,6,5,9,4,8,0,20,0,15,7,10,4,3,9,3,5,2,1,11,7,4,3,7,2,3,1,1,13,8,5,1,0,3,4,4,0,0,0,2,0,1,0,1,0,1,1,1,6,0,5,1,3,11,20,10,0,7,1,11,0,0,16,6,7,3,7,3,8,0,0,10,0,7,2,7,25,0,7,22,2,18,0,0,4,0,16,8,3,1,12,3,2,0,1,18,0,0,5,4,1,1,33,1,1,5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Or28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Or100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Or37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Or52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
