"","Or4","Or88","Or54","Or55","Or27","Or26","Or50","Or30","Or25","Or58","Ir40a","Ir87a1","Ir87a2","Ir7j","Ir100a","Or11","Or41","Or79","Or78","Or76","Or36","Or91","Or93","Or47","Or99","Or77","Or32","Or73","Or131","Or51","Or57","Or92","Ir136","Ir137","Ir102","Ir103","Gr1","Gr11","Gr15","Gr19c","Gr19a","Gr30","Gr33a","Gr39h","Gr64","Gr66","Gr67a","Gr74a","Ir21a","Ir64a","Ir75c","Or45","Or9","Or2","Or10","Ir75e","Ir75g","Ir75h","Ir75f","Or69","Or15","Or14","Ir75b","Ir75a","Or31","Or122","Or125","Or6","Or33","Or103","Or95","Or104","Or121","Or105","Or107","Or29","Or71","Or42","Or48","Or130","Or106","Or132","Or63","Or133","Or116","Or64","Ir75i","Or117","Or128","Gr63","Or82","Ir31a1","Or3","Ir108","Ir107","Ir161","Ir31a2","Gr7","Gr10","Gr14","Gr20i","Gr22","Gr23","Gr26","Gr31","Gr32","Gr34","Gr46","Gr62","Gr73","Gr76","Gr77","Ir41n","Or85","Ir41j","Ir93a","Ir41l","Ir41o","Ir41c","Ir41g","Ir41f","Or40","Ir41k","Ir41e","Ir7n","Or16","Or59","Ir75k","Or13","Or44","Ir75d","Or23","Ir41p","Or28","Or100","Or37","Or52","Or80","Or81","Or87","Or20","Or115","Or113","Or24","Or94","Or119","Or43","Or123","Or101","Or97","Or72","Or86","Or110","Or38","Or67","Or102","Or34","Or22","Or112","Gr8","Or118","Or114","Or62","Ir138","Ir141","Or84","Gr80","Gr45","Ir41b","Ir41a","Ir41m","Ir7e","Gr25","Or90","Or111","Ir111","Ir114","Ir117","Ir164","Ir163","Ir162","Ir75l","Ir41d","Gr39g"
"Or80",5,9,1,0,3,4,6,1,0,0,1,0,2,0,2,5,2,3,1,1,4,1,0,16,0,1,2,0,0,3,0,0,0,0,1,0,2,0,2,0,0,1,0,0,3,1,0,1,1,7,0,1,0,0,4,3,2,2,3,3,1,0,1,1,0,3,0,3,0,1,1,7,4,3,0,0,1,0,0,0,0,9,8,2,0,9,3,0,0,1,41,2,7,1,0,2,1,0,0,1,0,0,0,1,0,0,3,0,0,2,0,5,0,4,2,1,38,4,8,0,3,1,7,0,0,5,6,5,0,4,1,3,2,13,3,0,3,0,35,8,0,2,9,0,5,0,1,1,1,1,1,1,0,5,1,0,0,1,5,1,0,0,1,0,0,18,0,0,1,13,24,0,0,0,5,0,0,0,0,0,1,2,0,0
"Or81",27,44,6,3,14,6,9,2,1,2,4,4,7,1,1,16,2,16,6,2,36,10,4,46,4,4,7,0,0,4,2,4,3,0,0,0,2,0,1,0,1,5,0,0,8,0,0,3,3,21,6,8,1,6,11,11,11,10,7,19,4,2,5,2,1,11,8,17,4,23,3,39,5,12,2,7,13,2,2,7,2,29,21,2,5,12,8,4,1,1,61,5,8,3,2,4,4,1,1,0,0,0,1,2,3,4,3,2,1,9,1,15,1,13,3,3,51,25,26,2,8,3,20,1,0,27,15,4,2,9,1,20,11,13,11,0,15,35,0,60,0,3,44,0,19,3,2,4,5,19,11,4,0,19,6,5,2,7,31,2,4,4,3,2,0,84,2,0,12,42,21,0,3,0,22,0,1,5,0,1,2,1,0,0
"Or87",80,269,16,5,27,17,15,6,9,12,2,8,19,2,7,57,7,32,19,5,213,11,4,93,4,7,17,2,20,5,5,6,25,1,1,2,7,2,6,0,1,17,0,0,10,1,5,4,6,75,21,15,3,19,16,40,37,30,13,36,11,13,21,25,4,30,19,20,6,52,10,67,34,41,2,17,25,6,14,4,3,53,34,2,10,26,25,7,1,3,46,32,14,12,3,9,15,8,3,4,0,1,4,7,6,3,12,3,2,15,10,46,1,42,7,17,44,55,54,2,46,0,63,0,2,71,36,17,6,19,4,38,37,8,36,4,29,8,60,0,0,21,119,5,66,6,5,8,6,106,23,8,10,51,7,8,7,8,71,0,3,11,12,1,1,335,4,1,20,127,6,1,5,1,75,2,0,17,0,2,3,6,3,0
"Or20",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Or115",15,14,0,0,1,1,2,0,0,0,0,0,1,2,0,10,2,4,2,0,21,1,0,21,1,0,2,0,2,0,0,1,2,0,0,1,1,1,0,0,2,1,0,0,1,0,0,2,1,9,3,2,0,3,5,3,5,5,3,8,1,2,3,2,2,4,4,1,1,57,2,7,5,3,8,4,3,1,5,1,3,7,10,0,1,5,3,0,0,1,4,7,1,0,0,3,3,0,0,0,0,0,0,2,0,1,3,1,3,2,1,2,1,2,1,1,4,10,9,0,7,0,8,1,0,11,5,1,1,3,1,5,10,1,11,1,6,2,3,21,0,0,11,2,8,0,1,27,2,16,29,5,2,6,0,0,0,0,7,1,1,40,2,0,0,24,0,0,2,18,1,0,0,0,7,0,0,4,0,0,0,0,1,0
"Or113",62,76,14,8,16,17,13,6,8,6,4,3,12,3,0,37,8,24,10,2,77,10,4,82,2,6,11,1,6,6,5,1,10,1,1,1,2,1,1,0,1,12,0,2,13,2,8,5,5,56,23,4,2,13,16,29,39,25,17,38,5,11,18,21,5,21,8,28,3,50,9,280,20,170,2,23,23,3,12,5,2,38,20,3,7,17,25,4,5,6,44,22,9,3,2,4,12,15,2,0,0,3,3,3,6,0,5,0,5,17,7,41,2,25,7,30,36,45,46,4,32,3,57,1,1,46,16,7,6,22,7,22,35,8,44,1,29,9,44,119,1,11,0,3,74,6,2,8,12,55,26,33,9,37,3,4,10,6,327,3,3,5,13,3,0,151,4,0,18,123,7,2,2,1,282,4,1,6,0,2,5,1,2,0
"Or24",3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,2,1,2,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,4,6,1,6,0,0,0,1,1,0,0,2,1,0,1,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,1,8,0,0,1,2,1,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,3,1,0,1,0,2,1,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,5,0,2,3,0,2,0,0,1,0,1,1,0,0,1,2,0,0,1,2,0,0,0,0,0,0,8,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Or94",20,26,9,3,10,4,2,3,3,1,1,2,4,2,0,19,4,11,4,0,22,11,2,54,1,1,3,0,0,2,2,2,3,1,0,2,6,0,0,0,1,11,0,1,4,0,17,2,4,25,9,6,2,6,9,18,23,10,8,11,3,3,5,13,1,15,7,11,5,22,5,25,18,11,0,8,12,3,7,5,4,29,15,0,5,9,7,3,0,4,23,11,2,3,1,3,1,2,0,0,0,1,2,4,3,0,3,2,4,5,5,89,0,20,3,8,12,16,25,0,11,1,25,0,0,35,12,4,8,9,3,17,21,4,151,0,18,5,19,66,0,8,74,2,0,2,1,4,1,157,10,3,7,22,4,2,5,2,37,1,0,6,31,1,1,106,1,1,7,54,3,0,3,1,15,0,0,7,0,1,4,1,0,1
"Or119",4,3,0,0,1,0,1,0,0,0,0,0,1,1,0,4,0,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,2,2,2,0,2,2,0,2,1,0,1,3,2,3,3,0,0,1,0,0,1,0,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,2,4,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,3,6,0,0,6,0,2,0,0,0,18,1,1,0,0,3,0,0,0,5,3,1,11,0,0,0,0,8,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Or43",0,2,0,0,1,0,2,0,0,0,0,1,1,1,0,0,1,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,0,0,0,0,1,3,4,0,1,1,1,1,2,0,1,0,1,0,2,0,1,1,1,0,1,2,0,1,0,1,0,0,6,0,0,1,0,0,0,2,1,1,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,3,1,4,0,0,1,0,2,0,1,0,0,1,0,2,1,0,0,11,0,3,0,1,0,0,1,1,2,5,0,1,2,0,1,0,0,0,1,1,0,1,0,1,6,0,0,0,2,0,0,0,0,0,0,12,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Or123",12,3,1,0,0,0,1,0,0,1,0,2,1,1,0,4,1,4,1,0,7,2,1,16,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,13,2,1,0,4,0,2,3,4,1,3,1,0,0,1,1,5,5,3,1,42,1,3,2,1,5,2,3,1,1,1,2,6,2,0,1,2,1,1,0,0,6,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,1,2,1,3,3,7,7,0,2,0,6,0,0,3,1,0,0,1,1,6,5,1,4,1,4,1,4,8,0,27,8,1,4,0,0,0,0,6,18,3,1,2,0,2,0,0,3,1,0,19,2,1,0,17,0,0,3,7,1,0,0,0,3,0,0,4,0,0,0,0,0,0
"Or101",6,3,1,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,3,1,1,2,0,3,4,3,0,3,2,0,1,0,0,0,1,1,6,3,6,0,2,2,0,1,0,1,4,1,0,0,0,1,0,0,0,3,2,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,3,4,3,0,0,1,5,0,1,2,5,0,0,2,0,3,0,1,2,0,2,1,5,6,0,2,12,0,1,18,1,0,0,3,0,0,0,4,0,0,0,4,6,0,10,0,0,0,0,10,0,0,3,9,0,0,1,0,4,0,0,1,0,0,0,0,0,0
"Or97",27,76,9,4,12,3,9,7,3,3,0,4,3,1,0,12,3,9,4,1,66,5,1,44,1,2,3,1,7,3,5,5,6,1,0,2,5,0,0,0,1,8,0,0,6,0,11,3,3,19,8,4,4,10,6,13,14,9,3,14,3,6,7,13,1,15,3,15,4,27,5,21,7,10,0,9,8,0,5,4,2,23,6,1,5,3,7,4,0,2,17,14,1,4,1,2,5,3,1,0,0,0,1,4,4,0,2,2,1,10,4,63,0,14,5,2,15,19,19,0,12,0,26,1,0,26,11,8,5,6,2,13,19,3,100,0,10,1,19,106,0,16,55,1,157,1,1,6,3,0,12,13,24,26,6,2,1,4,26,2,0,9,27,1,1,91,3,0,9,47,0,0,4,1,18,0,1,6,0,1,4,1,2,0
"Or72",19,16,2,1,3,1,4,2,2,2,0,2,1,3,0,17,3,6,3,1,93,0,3,31,0,1,4,0,9,2,1,2,18,0,0,3,0,1,0,0,1,6,0,1,4,0,0,1,1,22,3,4,0,3,4,10,11,5,1,13,0,4,6,4,2,9,3,6,2,47,0,13,5,8,7,5,8,4,3,0,0,15,11,0,1,8,4,0,0,0,9,6,2,2,1,7,6,1,0,0,0,1,2,2,2,1,3,0,3,0,1,5,0,6,2,5,9,14,16,1,3,0,15,1,1,13,7,2,5,7,2,6,10,3,18,1,79,1,11,23,0,29,26,1,10,1,0,18,0,12,0,2,6,8,1,1,1,1,19,0,0,20,2,0,1,38,0,0,4,27,1,1,2,0,7,0,0,6,0,0,2,0,0,0
"Or86",9,11,2,1,1,1,3,2,1,1,0,1,1,0,0,5,2,2,1,1,7,1,1,8,0,1,2,0,0,1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,0,1,4,5,1,0,0,1,1,2,1,4,0,2,0,2,1,2,0,0,2,1,2,5,0,26,2,14,1,0,2,1,2,1,0,3,4,0,1,2,1,1,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,1,3,0,1,2,5,4,5,4,1,7,0,4,0,0,3,0,0,0,4,1,3,5,0,10,0,1,1,4,8,0,5,33,0,3,0,1,3,0,13,2,0,20,3,1,0,0,2,32,1,0,1,2,0,0,13,0,0,2,16,0,0,0,0,26,1,2,1,0,0,0,0,0,0
"Or110",8,5,0,0,1,1,0,1,0,0,0,0,1,0,0,3,2,1,1,1,4,0,0,12,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,1,0,3,5,2,0,1,0,0,1,1,1,1,1,4,1,4,0,3,1,2,0,0,2,2,1,1,0,5,3,0,2,2,2,1,0,0,2,2,1,0,0,1,2,1,0,0,0,0,2,4,0,0,0,0,1,1,1,3,0,2,2,1,0,4,3,0,3,0,4,0,0,5,7,1,0,1,0,2,1,0,31,0,2,0,0,10,0,2,9,0,7,0,0,1,0,24,6,20,0,3,0,0,0,1,6,0,0,0,3,1,0,17,1,0,3,8,0,0,1,0,4,0,1,0,0,0,1,1,0,0
"Or38",26,21,5,3,8,4,7,2,3,2,1,1,5,1,4,17,2,8,3,0,22,7,1,25,0,2,4,0,1,0,1,1,1,0,0,0,3,0,3,0,0,5,0,1,11,1,3,3,1,18,3,2,1,3,12,5,18,5,4,11,4,3,6,6,1,10,4,6,1,17,2,21,6,10,1,7,9,0,2,0,1,16,10,1,2,4,11,2,1,2,19,9,4,3,0,6,4,4,2,0,0,0,2,3,1,0,0,0,1,9,3,16,0,11,3,4,15,11,17,1,17,1,17,1,1,24,10,6,5,9,1,8,16,2,16,0,15,5,19,51,1,6,37,1,22,3,1,2,4,26,8,3,3,0,2,2,3,1,24,1,2,4,2,1,0,62,0,0,8,35,6,0,0,0,15,0,0,1,0,0,5,2,1,0
"Or67",6,4,1,0,0,0,2,0,0,0,0,1,2,1,0,6,1,3,0,0,4,1,0,7,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,6,2,1,0,0,1,2,2,1,0,1,1,2,1,0,0,2,1,3,0,3,0,1,1,3,0,3,1,0,0,0,0,3,3,14,0,2,3,0,0,0,4,2,2,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,2,0,2,1,3,0,1,2,4,3,1,3,1,2,1,0,2,3,2,2,21,0,6,4,0,3,0,4,1,6,7,1,0,3,2,4,0,6,0,0,6,1,1,0,2,0,0,1,0,3,0,0,0,0,0,0,11,0,0,1,6,0,0,0,0,2,0,0,1,1,0,1,0,0,0
"Or102",3,4,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,2,0,0,3,0,7,3,10,1,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,5,1,0,0,1,1,2,0,5,1,3,0,0,1,1,0,2,7,1,0,22,0,2,0,0,0,2,2,0,0,1,2,4,3,0,1,1,0,1,0,0,6,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,0,2,2,2,1,1,3,0,1,0,0,2,2,0,0,0,2,2,2,2,2,0,2,0,5,8,0,0,4,0,2,0,0,2,0,2,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Or34",2,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,4,1,0,4,0,0,4,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,4,1,6,0,1,2,1,1,0,1,5,3,1,0,2,1,0,0,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,1,0,2,1,0,0,0,4,0,0,5,1,1,1,1,0,1,1,2,2,0,3,0,2,7,0,0,10,0,5,0,0,0,0,1,1,0,0,3,1,0,0,0,8,0,0,0,0,1,0,7,0,0,0,3,0,0,0,0,5,0,0,1,0,0,0,0,0,0
"Or22",3,3,2,1,2,1,1,1,0,1,0,0,9,0,5,5,0,3,2,0,5,2,0,7,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2,1,1,0,0,0,2,4,6,1,3,0,0,2,2,0,2,0,0,0,2,0,5,3,2,0,2,1,0,0,2,0,2,2,0,0,4,2,1,0,0,4,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,5,0,2,0,1,2,3,8,2,2,0,4,0,1,7,0,1,0,3,0,2,1,1,1,0,1,1,7,8,0,0,6,1,2,5,0,0,4,4,1,2,1,1,0,0,0,0,10,0,2,0,1,1,0,14,0,0,3,8,0,0,0,0,4,0,1,0,0,0,1,1,0,0
"Or112",38,45,9,6,14,12,7,4,5,2,0,5,8,1,0,27,7,24,7,5,50,6,3,56,0,5,9,0,3,5,2,0,6,0,1,1,2,1,2,0,1,8,0,0,10,3,6,4,4,51,16,7,2,11,18,19,24,17,8,31,4,5,15,17,3,10,8,24,4,34,6,246,13,144,1,19,13,3,12,2,4,29,19,2,2,15,14,2,3,6,34,12,2,2,2,2,11,13,2,0,0,2,2,4,2,0,2,0,2,15,3,26,1,16,4,23,18,33,32,2,22,1,31,2,0,39,6,6,5,19,3,13,27,7,23,0,20,5,31,71,0,7,327,2,37,3,2,3,6,26,19,32,6,24,3,2,8,10,0,2,3,6,7,3,0,94,1,0,11,86,4,1,2,0,237,4,1,5,0,2,3,3,2,0
"Gr8",0,1,3,1,4,0,3,2,0,0,0,0,0,0,0,2,0,2,0,0,4,1,0,1,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,2,0,0,0,1,0,2,0,1,0,4,0,2,1,1,0,0,2,0,0,1,0,0,2,0,1,2,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,1,0,1,0,2,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,2,0,0,1,3,0,1,1,0,1,0,2,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Or118",3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,0,2,0,1,0,2,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4,2,0,1,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,4,3,0,1,3,0,0,11,0,0,10,0,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Or114",8,6,1,0,2,2,2,0,1,0,0,1,0,0,0,7,0,4,2,0,14,0,0,16,0,1,2,0,1,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,11,3,1,0,2,1,1,3,4,1,3,0,0,3,1,1,4,1,1,0,43,0,3,3,3,5,2,3,0,1,1,0,5,2,0,0,2,0,0,0,1,4,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,3,0,2,2,1,2,1,3,0,1,4,5,6,0,2,0,6,0,0,4,3,1,0,1,1,4,6,1,5,1,7,0,4,11,0,40,5,0,6,0,0,19,0,9,20,1,0,4,0,0,0,0,6,1,0,0,1,0,0,20,0,0,3,9,0,0,0,0,4,0,0,2,0,0,0,0,0,0
"Or62",2,4,2,1,2,0,0,1,1,0,0,1,1,0,0,3,0,3,1,0,6,1,0,14,0,1,2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,3,1,1,3,0,1,0,2,0,4,4,3,2,1,1,1,0,0,0,0,0,3,2,3,1,5,2,3,1,0,1,0,2,1,0,9,0,0,0,0,2,1,0,0,4,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,13,0,5,0,2,3,4,3,0,0,0,8,0,0,4,0,3,0,2,0,4,4,1,20,0,1,1,3,12,0,2,13,0,31,0,0,2,0,27,2,2,3,2,0,0,0,1,7,0,0,1,0,0,0,19,1,0,2,10,0,0,0,0,4,1,0,1,0,0,1,0,0,0
"Ir138",2,0,0,0,1,0,0,0,1,1,0,1,1,0,1,2,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,1,0,3,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,2,1,0,0,3,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Ir141",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Or84",99,111,16,6,34,23,15,5,10,16,5,9,28,3,4,76,14,50,19,3,139,18,3,144,5,14,22,2,13,4,3,5,21,2,0,4,9,1,7,1,3,24,0,1,13,2,8,10,9,93,38,27,2,24,33,58,57,49,22,53,11,15,41,41,14,44,19,47,10,84,14,87,43,45,8,26,39,10,18,11,9,87,52,10,16,45,34,4,5,2,79,46,18,13,2,13,23,8,5,1,0,4,5,2,7,3,9,4,7,26,7,64,5,171,14,22,50,81,84,5,53,3,100,3,4,91,46,13,13,30,11,54,54,12,66,6,54,18,84,335,1,24,151,8,106,8,12,17,10,91,38,13,17,62,11,11,7,14,94,5,5,20,19,7,0,0,4,2,33,158,11,4,5,1,86,1,2,28,0,4,14,11,2,1
"Gr80",5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,1,0,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,4,0,1,1,2,2,0,1,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,1,0,2,4,0,0,4,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Gr45",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Ir41b",8,6,3,3,10,6,2,2,0,2,1,0,4,0,0,9,1,6,3,2,13,6,2,16,0,4,5,0,1,2,1,1,1,0,1,1,0,0,0,0,1,4,1,0,2,0,1,0,0,7,9,0,1,4,4,1,9,8,4,3,3,1,9,15,3,3,5,6,1,9,0,17,1,6,0,3,3,0,2,1,0,10,3,2,4,2,3,0,0,0,6,4,0,1,0,2,4,0,0,0,0,0,1,1,0,0,1,0,1,3,0,1,2,6,4,2,3,4,7,3,12,0,14,1,0,6,3,2,0,6,0,8,6,2,4,0,10,1,12,20,0,2,18,1,7,2,1,3,3,9,4,2,3,8,1,0,0,3,11,0,0,3,2,0,0,33,0,1,0,37,0,0,1,0,10,0,1,1,0,0,0,0,0,0
"Ir41a",66,79,7,7,23,10,11,7,9,8,1,7,11,3,2,49,5,33,12,3,89,13,5,88,6,5,14,4,6,3,3,6,4,1,0,0,6,1,3,0,1,9,1,2,11,0,6,5,6,53,28,3,4,13,23,35,22,39,18,33,14,10,23,27,2,26,18,19,4,59,12,81,23,51,4,21,26,6,7,6,7,44,21,3,10,24,19,6,2,5,60,23,14,5,1,9,7,7,3,1,0,2,1,3,5,0,9,0,4,8,1,41,5,36,15,16,31,53,60,16,36,2,64,3,3,59,29,11,7,24,5,36,30,6,39,3,36,13,42,127,1,18,123,4,54,7,2,7,9,47,27,16,8,35,6,8,3,8,86,1,7,9,10,3,1,158,5,0,37,0,10,2,2,0,84,2,1,6,0,0,8,5,1,0
"Ir41m",5,4,1,0,1,1,1,0,0,0,0,0,0,0,1,2,0,4,1,0,2,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,2,0,0,0,1,2,0,1,1,1,0,3,0,0,0,1,1,0,2,1,5,0,2,1,0,0,0,0,0,0,6,4,0,0,4,4,0,1,2,22,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,25,2,6,0,2,1,7,1,0,6,0,2,0,3,0,4,1,10,1,0,2,24,21,6,0,1,7,0,3,0,1,1,0,0,1,0,0,6,0,0,0,0,4,1,0,0,0,0,0,11,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,1,1,0
"Ir7e",1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
